"Table below includes data from two queries, the first about refugees in Palestine and the other about refugees in Ukraine. ",,,,,,,
,,,,,,,
"Query 1: Terms searched for in same 15 second clip:  (""palestinian refugees"" OR ""gazan refugees"" OR ""refugees in gaza"" OR ""refugees from gaza"") AND (Station:CNN OR Station:MSNBC) AND PublicationDate>=10/7/2023 AND PublicationDate<=1/14/2024 23:59:59 UTC",,,,,,,
"Query 2: Terms searched for in same 15 second clip: (""ukrainian refugees"" OR ""refugees of ukraine"" OR ""refugees in ukraine"" OR ""refugees from ukraine"") AND (Station:CNN OR Station:MSNBC) AND PublicationDate>=2/24/2022 AND PublicationDate<=6/3/2022 23:59:59 UTC",,,,,,,
URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Snippet,Reference
https://archive.org/details/CNNW_20231209_000000_Erin_Burnett_OutFront#start/1030/end/1065,12/9/2023 0:17:25,CNN,Erin Burnett OutFront,CNNW_20231209_000000_Erin_Burnett_OutFront,https://archive.org/download/CNNW_20231209_000000_Erin_Burnett_OutFront/CNNW_20231209_000000_Erin_Burnett_OutFront.thumbs/CNNW_20231209_000000_Erin_Burnett_OutFront_001018.jpg,"the after math of israeli striks leav leaving hundreds killed and injured. the u.n. agency for palestinian refugees say it's on the verge of collapse, writing, quote, in",Palestine
https://archive.org/details/MSNBCW_20231208_150000_Ana_Cabrera_Reports#start/1051/end/1086,12/8/2023 15:17:46,MSNBC,Ana Cabrera Reports,MSNBCW_20231208_150000_Ana_Cabrera_Reports,https://archive.org/download/MSNBCW_20231208_150000_Ana_Cabrera_Reports/MSNBCW_20231208_150000_Ana_Cabrera_Reports.thumbs/MSNBCW_20231208_150000_Ana_Cabrera_Reports_001049.jpg,"their ability to deliver humanitarian aid is on the verge of collapse, and a lot of this was laid out in a pretty extraordinary letter that the director of the u.n. relief works agency, which is the agency that deals with palestinian refugees wrote",Palestine
https://archive.org/details/CNNW_20231208_070000_CNN_NewsNight_With_Abby_Phillip#start/1663/end/1698,12/8/2023 7:27:58,CNN,CNN NewsNight With Abby Phillip,CNNW_20231208_070000_CNN_NewsNight_With_Abby_Phillip,https://archive.org/download/CNNW_20231208_070000_CNN_NewsNight_With_Abby_Phillip/CNNW_20231208_070000_CNN_NewsNight_With_Abby_Phillip.thumbs/CNNW_20231208_070000_CNN_NewsNight_With_Abby_Phillip_001648.jpg,"time violated by hamas. so, if you are the israeli governor, and on october 7th, the largest slaughtering of jewish people since the holocaust, are you supposed to sit back and wait for it to happen again? it's disproportionate. it's collective punishment. jamal this is what -- its international law. we have 1. 8 million -- iran believed israel does not have a right to exist. are you waiting for the full on genocide to happen? this is gaza. are you waiting for them to be completely -- 1 million refugees in gaza.",Palestine
https://archive.org/details/CNNW_20231208_030000_CNN_NewsNight_With_Abby_Phillip#start/1623/end/1658,12/8/2023 3:27:18,CNN,CNN NewsNight With Abby Phillip,CNNW_20231208_030000_CNN_NewsNight_With_Abby_Phillip,https://archive.org/download/CNNW_20231208_030000_CNN_NewsNight_With_Abby_Phillip/CNNW_20231208_030000_CNN_NewsNight_With_Abby_Phillip.thumbs/CNNW_20231208_030000_CNN_NewsNight_With_Abby_Phillip_001617.jpg,"there are 1.8 million refugees in gaza. okay. this is collective punishment. immediately cut off -- they have been -- food, water, energy, starvation in gaza. they have been oppressed by",Palestine
https://archive.org/details/MSNBCW_20231205_110000_Morning_Joe#start/7517/end/7552,12/5/2023 13:05:32,MSNBC,Morning Joe,MSNBCW_20231205_110000_Morning_Joe,https://archive.org/download/MSNBCW_20231205_110000_Morning_Joe/MSNBCW_20231205_110000_Morning_Joe.thumbs/MSNBCW_20231205_110000_Morning_Joe_007497.jpg,"following politics in the middle east closely, of course, these palestinian refugees really in their own country have been pushed from the north to the south and now jammed in the south, 2 million people jammed in the south and now the israelis tell them they need to",Palestine
https://archive.org/details/MSNBCW_20231205_110000_Morning_Joe#start/383/end/418,12/5/2023 11:06:38,MSNBC,Morning Joe,MSNBCW_20231205_110000_Morning_Joe,https://archive.org/download/MSNBCW_20231205_110000_Morning_Joe/MSNBCW_20231205_110000_Morning_Joe.thumbs/MSNBCW_20231205_110000_Morning_Joe_000357.jpg,"down. willie, for people who haven't been following this closely or haven't been following politics in the middle east closely, of course, these palestinian",Palestine
https://archive.org/details/MSNBCW_20231205_000000_The_ReidOut#start/2105/end/2140,12/5/2023 0:35:20,MSNBC,The ReidOut,MSNBCW_20231205_000000_The_ReidOut,https://archive.org/download/MSNBCW_20231205_000000_The_ReidOut/MSNBCW_20231205_000000_The_ReidOut.thumbs/MSNBCW_20231205_000000_The_ReidOut_002099.jpg,"the warnings, however, leave gazans no real options. if they stay, they could be targeted. and if they flee, they head to smaller slivers of the gaza strip where they could also be targeted. the gaza chief of the u.n. agency for palestinian refugees tweeted, another wave of",Palestine
https://archive.org/details/MSNBCW_20231203_190000_Yasmin_Vossoughian_Reports#start/683/end/718,12/3/2023 19:11:38,MSNBC,Yasmin Vossoughian Reports,MSNBCW_20231203_190000_Yasmin_Vossoughian_Reports,https://archive.org/download/MSNBCW_20231203_190000_Yasmin_Vossoughian_Reports/MSNBCW_20231203_190000_Yasmin_Vossoughian_Reports.thumbs/MSNBCW_20231203_190000_Yasmin_Vossoughian_Reports_000658.jpg,"state that that is its intention. the egyptian government is very strenuously opposed to the idea of receiving large numbers of refugees from gaza. the fear is widespread enough, just yesterday, vice president kamala harris, after meeting with the egyptian president,",Palestine
https://archive.org/details/CNNW_20231203_120000_CNN_This_Morning_Weekend#start/273/end/308,12/3/2023 12:04:48,CNN,CNN This Morning Weekend,CNNW_20231203_120000_CNN_This_Morning_Weekend,https://archive.org/download/CNNW_20231203_120000_CNN_This_Morning_Weekend/CNNW_20231203_120000_CNN_This_Morning_Weekend.thumbs/CNNW_20231203_120000_CNN_This_Morning_Weekend_000267.jpg,"medicine, and body bags. a spokesman for the u.n. agency that looks after the -- after palestinian refugees said that, however, the amount of aid getting into gaza is, in his",Palestine
https://archive.org/details/CNNW_20231203_110000_CNN_This_Morning_Weekend#start/238/end/273,12/3/2023 11:04:13,CNN,CNN This Morning Weekend,CNNW_20231203_110000_CNN_This_Morning_Weekend,https://archive.org/download/CNNW_20231203_110000_CNN_This_Morning_Weekend/CNNW_20231203_110000_CNN_This_Morning_Weekend.thumbs/CNNW_20231203_110000_CNN_This_Morning_Weekend_000237.jpg,"that oversees the welfare of palestinian refugees in gaza said that what is coming in, in terms of aid to gaza, is a drop, in his words, in the ocean. he said that increasingly the",Palestine
https://archive.org/details/CNNW_20231130_060000_The_Source_With_Kaitlan_Collins#start/484/end/519,11/30/2023 6:08:19,CNN,The Source With Kaitlan Collins,CNNW_20231130_060000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231130_060000_The_Source_With_Kaitlan_Collins/CNNW_20231130_060000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231130_060000_The_Source_With_Kaitlan_Collins_000478.jpg,"war moving the palestinians back to the north we are talking about 1.2 million palestinian refugees. i really don't see it, i don't know how we can restart the war",Palestine
https://archive.org/details/MSNBCW_20231128_000000_The_ReidOut#start/513/end/548,11/28/2023 0:08:48,MSNBC,The ReidOut,MSNBCW_20231128_000000_The_ReidOut,https://archive.org/download/MSNBCW_20231128_000000_The_ReidOut/MSNBCW_20231128_000000_The_ReidOut.thumbs/MSNBCW_20231128_000000_The_ReidOut_000507.jpg,"at a time when europe is facing a potential influx again of, you know, refugees from places like syria, from places like yemen where there's a huge civil war, and now potentially palestinian",Palestine
https://archive.org/details/CNNW_20231127_210000_The_Lead_With_Jake_Tapper#start/1509/end/1544,11/27/2023 21:25:24,CNN,The Lead With Jake Tapper,CNNW_20231127_210000_The_Lead_With_Jake_Tapper,https://archive.org/download/CNNW_20231127_210000_The_Lead_With_Jake_Tapper/CNNW_20231127_210000_The_Lead_With_Jake_Tapper.thumbs/CNNW_20231127_210000_The_Lead_With_Jake_Tapper_001497.jpg,of hamas. he's alive. he's looking at the camera. he's only in his underwear handcuffed. he's supposed to go to the palestinian refugees but the,Palestine
https://archive.org/details/MSNBCW_20231127_180000_Chris_Jansing_Reports#start/2640/end/2675,11/27/2023 18:44:15,MSNBC,Chris Jansing Reports,MSNBCW_20231127_180000_Chris_Jansing_Reports,https://archive.org/download/MSNBCW_20231127_180000_Chris_Jansing_Reports/MSNBCW_20231127_180000_Chris_Jansing_Reports.thumbs/MSNBCW_20231127_180000_Chris_Jansing_Reports_002638.jpg,where you have hundreds of thousands of palestinian refugees -- so you put the possibility of a diplomatic end to this at what percent? a diplomatic end right now in the next -- between now and the,Palestine
https://archive.org/details/MSNBCW_20231127_160000_Jose_Diaz-Balart_Reports#start/1397/end/1432,11/27/2023 16:23:32,MSNBC,Jose Diaz-Balart Reports,MSNBCW_20231127_160000_Jose_Diaz-Balart_Reports,https://archive.org/download/MSNBCW_20231127_160000_Jose_Diaz-Balart_Reports/MSNBCW_20231127_160000_Jose_Diaz-Balart_Reports.thumbs/MSNBCW_20231127_160000_Jose_Diaz-Balart_Reports_001377.jpg,"palestinian refugees. thank you for being with us this morning. i know you were just in gaza right before the temporary pause began. how would you describe the humanitarian crisis right now? and we're getting word right now, by the way, that hamas is apparently agreeing to that",Palestine
https://archive.org/details/CNNW_20231126_190000_CNN_Newsroom_With_Fredricka_Whitfield#start/1216/end/1251,11/26/2023 19:20:31,CNN,CNN Newsroom With Fredricka Whitfield,CNNW_20231126_190000_CNN_Newsroom_With_Fredricka_Whitfield,https://archive.org/download/CNNW_20231126_190000_CNN_Newsroom_With_Fredricka_Whitfield/CNNW_20231126_190000_CNN_Newsroom_With_Fredricka_Whitfield.thumbs/CNNW_20231126_190000_CNN_Newsroom_With_Fredricka_Whitfield_001049.jpg,"day are crossing into gaza. let's bring in julia, from unra. u.n. agency for palestinian refugees. your spokesman said that the aid",Palestine
https://archive.org/details/CNNW_20231126_090000_CNN_Newsroom_Live#start/685/end/720,11/26/2023 9:11:40,CNN,CNN Newsroom Live,CNNW_20231126_090000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231126_090000_CNN_Newsroom_Live/CNNW_20231126_090000_CNN_Newsroom_Live.thumbs/CNNW_20231126_090000_CNN_Newsroom_Live_000687.jpg,"supports human relief and development of palestinian refugees. humanitarian, the health and the environmental hazards are very, very high. we're talking, first of all, of displaced population that is",Palestine
https://archive.org/details/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins#start/1435/end/1470,11/23/2023 2:24:10,CNN,The Source With Kaitlan Collins,CNNW_20231123_020000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins_001409.jpg,"countries. you talked about the u.s. also doing that but saying they're not going to move the palestinians. i never said u.s. i said all the nations of the world should think about accepting a symbolic number of refugees from gaza, allow them to come for temporary or permanent stay. as we've seen questions about",Palestine
https://archive.org/details/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins#start/1417/end/1452,11/23/2023 2:23:52,CNN,The Source With Kaitlan Collins,CNNW_20231123_020000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231123_020000_The_Source_With_Kaitlan_Collins_001409.jpg,the bottle with egypt. we take the time to minimize the casualties of civilians. -- palestinian refugees coming and knocking at the door. maybe they should consider accepting a limited number of refugees from gaza to their,Palestine
https://archive.org/details/MSNBCW_20231122_100000_Way_Too_Early_With_Jonathan_Lemire#start/3515/end/3550,11/22/2023 10:58:50,MSNBC,Way Too Early With Jonathan Lemire,MSNBCW_20231122_100000_Way_Too_Early_With_Jonathan_Lemire,https://archive.org/download/MSNBCW_20231122_100000_Way_Too_Early_With_Jonathan_Lemire/MSNBCW_20231122_100000_Way_Too_Early_With_Jonathan_Lemire.thumbs/MSNBCW_20231122_100000_Way_Too_Early_With_Jonathan_Lemire_003507.jpg,"some of the knocks have resorted to twisting the truth. you know, there was this sort of whole attack line against haley at one point that she wanted to admit palestinian refugees to the united states. she had not said this. now you see this attack invoking",Palestine
https://archive.org/details/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip#start/2252/end/2287,11/22/2023 7:37:47,CNN,CNN NewsNight With Abby Phillip,CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip,https://archive.org/download/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip.thumbs/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip_002247.jpg,"palestinian refugees are closely watching developments and the israeli hamas war. thousands of people live in the refugee camp, in southern beirut, we are for some there is a sense of history repeating itself. cnn's ben wedeman has more.",Palestine
https://archive.org/details/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip#start/1626/end/1661,11/22/2023 7:27:21,CNN,CNN NewsNight With Abby Phillip,CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip,https://archive.org/download/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip.thumbs/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip_001617.jpg,"officials say they are top priority is now. a report from doha, after the break. also ahead, help the scars of the past are being re-visited for some of those watching the crisis and gaza today. we hear from palestinian",Palestine
https://archive.org/details/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip#start/718/end/753,11/22/2023 7:12:13,CNN,CNN NewsNight With Abby Phillip,CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip,https://archive.org/download/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip.thumbs/CNNW_20231122_070000_CNN_NewsNight_With_Abby_Phillip_000717.jpg,"through israeli airstrikes, but at great cost. and, that may be far from gaza but they're watching the events very closely. we speak to palestinian refugees in lebanon about that war today and what it means for",Palestine
https://archive.org/details/CNNW_20231122_060000_The_Source_With_Kaitlan_Collins#start/3177/end/3212,11/22/2023 6:53:12,CNN,The Source With Kaitlan Collins,CNNW_20231122_060000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231122_060000_The_Source_With_Kaitlan_Collins/CNNW_20231122_060000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231122_060000_The_Source_With_Kaitlan_Collins_002907.jpg,"up next they may be far from gossip, but they are watching the event very closely. we speak to palestinian refugees in lebanon about the war today. what it means for them. and with applause in the fighting in, gustier if you do use are closely watching the --  _",Palestine
https://archive.org/details/CNNW_20231121_170000_Inside_Politics_With_Dana_Bash#start/1486/end/1521,11/21/2023 17:25:01,CNN,Inside Politics With Dana Bash,CNNW_20231121_170000_Inside_Politics_With_Dana_Bash,https://archive.org/download/CNNW_20231121_170000_Inside_Politics_With_Dana_Bash/CNNW_20231121_170000_Inside_Politics_With_Dana_Bash.thumbs/CNNW_20231121_170000_Inside_Politics_With_Dana_Bash_001468.jpg,"is that he would constitute or extend the muslim ban. that he would actually bar refugees from gaza come ing int the united states. we're going to see him draw that contrast. you adopt like me, wait for",Palestine
https://archive.org/details/CNNW_20231119_100000_CNN_Newsroom_Live#start/330/end/365,11/19/2023 10:05:45,CNN,CNN Newsroom Live,CNNW_20231119_100000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231119_100000_CNN_Newsroom_Live/CNNW_20231119_100000_CNN_Newsroom_Live.thumbs/CNNW_20231119_100000_CNN_Newsroom_Live_000327.jpg,"images and footage of an aftermath of that school being hit. now, according to anwar, the u.n. body that looks after palestinian refugees, a spokesperson said that they don't know at this point who is",Palestine
https://archive.org/details/CNNW_20231119_090000_CNN_Newsroom_Live#start/285/end/320,11/19/2023 9:05:00,CNN,CNN Newsroom Live,CNNW_20231119_090000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231119_090000_CNN_Newsroom_Live/CNNW_20231119_090000_CNN_Newsroom_Live.thumbs/CNNW_20231119_090000_CNN_Newsroom_Live_000268.jpg,"body that looks after palestinian refugees. and it was hit. we hear from one of the spokespeople for anwa, they don't know who was responsible, they don't know what exactly happened with this incident, but the images that are coming out",Palestine
https://archive.org/details/CNNW_20231119_080000_CNN_Newsroom_Live#start/294/end/329,11/19/2023 8:05:09,CNN,CNN Newsroom Live,CNNW_20231119_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231119_080000_CNN_Newsroom_Live/CNNW_20231119_080000_CNN_Newsroom_Live.thumbs/CNNW_20231119_080000_CNN_Newsroom_Live_000267.jpg,after palestinian refugees that are retrieved seeing the images that he has seen our horrifying. also seeing thousands would have been sheltering in that area. the images that we have seen most of which we are unable to,Palestine
https://archive.org/details/MSNBCW_20231118_150000_Velshi#start/1914/end/1949,11/18/2023 15:32:09,MSNBC,Velshi,MSNBCW_20231118_150000_Velshi,https://archive.org/download/MSNBCW_20231118_150000_Velshi/MSNBCW_20231118_150000_Velshi.thumbs/MSNBCW_20231118_150000_Velshi_001888.jpg,"refugee camp. this is being run as a shelter for the human agency for palestinian refugees, it has been attacked. nbc news cannot independently confirm the reports of that strike. more than 12000 people have died in gaza, although the exact number is getting harder",Palestine
https://archive.org/details/MSNBCW_20231118_060000_The_Last_Word_With_Lawrence_ODonnell#start/2064/end/2099,11/18/2023 6:34:39,MSNBC,The Last Word With Lawrence ODonnell,MSNBCW_20231118_060000_The_Last_Word_With_Lawrence_ODonnell,https://archive.org/download/MSNBCW_20231118_060000_The_Last_Word_With_Lawrence_ODonnell/MSNBCW_20231118_060000_The_Last_Word_With_Lawrence_ODonnell.thumbs/MSNBCW_20231118_060000_The_Last_Word_With_Lawrence_ODonnell_002038.jpg,"electricity distribution. it powers basic utilities, hospitals ended with casualties and the internet. you and top official overseeing palestinian refugees has were, and the lack of fuel is jeopardizing the entire architecture of the man hurt response in gaza. and that",Palestine
https://archive.org/details/MSNBCW_20231118_030000_The_Last_Word_With_Lawrence_ODonnell#start/2083/end/2118,11/18/2023 3:34:58,MSNBC,The Last Word With Lawrence ODonnell,MSNBCW_20231118_030000_The_Last_Word_With_Lawrence_ODonnell,https://archive.org/download/MSNBCW_20231118_030000_The_Last_Word_With_Lawrence_ODonnell/MSNBCW_20231118_030000_The_Last_Word_With_Lawrence_ODonnell.thumbs/MSNBCW_20231118_030000_The_Last_Word_With_Lawrence_ODonnell_002069.jpg,"and the internet. you and top official overseeing palestinian refugees has were, and the lack of fuel is jeopardizing the entire architecture of the man hurt response in gaza. and that raw sewage is now flowing in the streets. what treatment plant doesn't",Palestine
https://archive.org/details/MSNBCW_20231118_000000_The_ReidOut#start/3017/end/3052,11/18/2023 0:50:32,MSNBC,The ReidOut,MSNBCW_20231118_000000_The_ReidOut,https://archive.org/download/MSNBCW_20231118_000000_The_ReidOut/MSNBCW_20231118_000000_The_ReidOut.thumbs/MSNBCW_20231118_000000_The_ReidOut_002998.jpg,folks can't find a safe place in gaza right now. we're looking at families that moved south already. there's about a million and a half palestinian refugees who have sheltered south and now they're asking them to move. no idea where that move is going to take them to.,Palestine
https://archive.org/details/MSNBCW_20231117_170000_Andrea_Mitchell_Reports#start/2705/end/2740,11/17/2023 17:45:20,MSNBC,Andrea Mitchell Reports,MSNBCW_20231117_170000_Andrea_Mitchell_Reports,https://archive.org/download/MSNBCW_20231117_170000_Andrea_Mitchell_Reports/MSNBCW_20231117_170000_Andrea_Mitchell_Reports.thumbs/MSNBCW_20231117_170000_Andrea_Mitchell_Reports_002698.jpg,that's going to have an impact on where u.s. foreign policy goes as the college students become leaders. part of this is a lack of historic perspective. very few of the students know the history of either the palestinian refugees and how much they have suffered or the,Palestine
https://archive.org/details/MSNBCW_20231116_110000_Morning_Joe#start/6311/end/6346,11/16/2023 12:45:26,MSNBC,Morning Joe,MSNBCW_20231116_110000_Morning_Joe,https://archive.org/download/MSNBCW_20231116_110000_Morning_Joe/MSNBCW_20231116_110000_Morning_Joe.thumbs/MSNBCW_20231116_110000_Morning_Joe_006298.jpg,"refugees from gaza to be adopted into arab countries because of the language, religion, culture. but i think the burden should be on the international community, to fund it, to support it. but i agree with you, egypt should not be the one that only",Palestine
https://archive.org/details/MSNBCW_20231116_110000_Morning_Joe#start/6219/end/6254,11/16/2023 12:43:54,MSNBC,Morning Joe,MSNBCW_20231116_110000_Morning_Joe,https://archive.org/download/MSNBCW_20231116_110000_Morning_Joe/MSNBCW_20231116_110000_Morning_Joe.thumbs/MSNBCW_20231116_110000_Morning_Joe_006209.jpg,"every country would take 5000, 10000 refugees from gaza, it can help them a lot. it can change the reality in gaza. those that choose to stay in gaza, it'd be easier to stay there. so how would that, in terms of its actual execution, how",Palestine
