"Terms searched for in same 15 second clip: (""ukraine"" OR ""ukrainian"" OR ""ukrainians"" OR ""russia"" OR ""russians"") AND (""massacring"" OR ""massacre"" OR ""massacres"" OR ""brutal"" OR ""slaughter"" OR ""slaughters"" OR ""slaughtering"" OR ""barbaric"" OR ""savage"")",,,,,,
URL,MatchDateTime,Day,Station,Show,Snippet,Victim
https://archive.org/details/MSNBCW_20220226_140000_Velshi#start/3508/end/3543,2/26/2022 14:58:43,2/26/2022,MSNBC,Velshi,"sanctions and then decided we wouldn't. so rushes is not that big, ukraine is not that big, if not cutting off oil and gas, letting them ship wheat, so what. it is brutal, but that's the market assessment. that could all change very fast.",Ukrainian Victims
https://archive.org/details/MSNBCW_20220226_080000_Dateline#start/5494/end/5529,2/26/2022 9:31:49,2/26/2022,MSNBC,Dateline,"millions are expected to be displaced, which begs the question, where do they go? stay with us. e do they go stay with us. let's get you caught up on all the developments out of ukraine. after a brutal night of shelling",Ukrainian Victims
https://archive.org/details/MSNBCW_20220226_080000_Dateline#start/2843/end/2878,2/26/2022 8:47:38,2/26/2022,MSNBC,Dateline,"mitchell for that report. all right, so if putin was really on a mission to de-nazify ukraine. you think he would be supported by the auschwitz memorial and museum. they called the invasion barbaric. we will look into putin's nazi",N/A
https://archive.org/details/CNNW_20220226_070000_Don_Lemon_Tonight#start/2026/end/2061,2/26/2022 7:34:01,2/26/2022,CNN,Don Lemon Tonight,"ukrainian freedom fighters in the light of this brutal aggression. and when it comes to sanctions, this one part of our response but one has to take into account this response was very, very fast. we managed to unite 27 member",Ukrainian Victims
https://archive.org/details/CNNW_20220226_060000_CNN_Tonight#start/2779/end/2814,2/26/2022 6:46:34,2/26/2022,CNN,CNN Tonight,"with the rest of ukraine. cnn's nick paton walsh saw the aftermath of the brutal fighting. we do want to warn you, some of the images are graphic and may be disturbing. reporter: for a moment, this was a bridge too far for vladimir putin.",Ukrainian Victims
https://archive.org/details/CNNW_20220226_060000_CNN_Tonight#start/2468/end/2503,2/26/2022 6:41:23,2/26/2022,CNN,CNN Tonight,"all right. ukrainian troops put up a fight for a key bridge south of their country. still ahead, we'll show you the carnage left behind by a brutal battle for this strategic link. and y'all got electric cars?",Ukrainian Victims
https://archive.org/details/CNNW_20220226_060000_CNN_Tonight#start/639/end/674,2/26/2022 6:10:54,2/26/2022,CNN,CNN Tonight,"you write in the ft about putin's behavior, quote, being the culmination of a slide into paranoid autocracy that earns comparison with russia's most brutal rulers. talk more about that paranoia and how it might play into what",Ukrainian Victims
https://archive.org/details/MSNBCW_20220226_030000_The_Last_Word_With_Lawrence_ODonnell#start/1453/end/1488,2/26/2022 3:24:28,2/26/2022,MSNBC,The Last Word With Lawrence ODonnell,"all fronts all their power to destroy our resistance in a mean and brutal way, and not in a human way. this night they are going to storm. all of us should understand what is awaiting us this night. we have to hold out, ukraine's",Ukrainian Victims
https://archive.org/details/CNNW_20220226_020000_CNN_Tonight#start/838/end/873,2/26/2022 2:14:13,2/26/2022,CNN,CNN Tonight,"nearly 200000 troops, maybe 190000 troops, around ukraine. many of those troops are now in ukraine. how much more brutal could this entire assault get? well, it could go a lot worse. evidence indicates that this has",Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_230000_American_Voices_With_Alicia_Menendez#start/628/end/663,2/27/2022 23:10:43,2/27/2022,MSNBC,American Voices With Alicia Menendez,"united nations. many countries outside of europe, like japan, yesterday, they took them out of their banking systems. so to continue to show vladimir putin that each day, he's in ukraine, each day he's slaughtering innocent people, there's going to be a price to pay. is going to be isolated,",Ukrainian Victims
https://archive.org/details/CNNW_20220227_210000_CNN_Newsroom_With_Jim_Acosta#start/2894/end/2929,2/27/2022 21:48:29,2/27/2022,CNN,CNN Newsroom With Jim Acosta,"you know, the nature of the attack is so brutal, so all-encompassing. you know, you are basically trying to -- he is trying to take over the whole country. and he has characterized the ukrainian government in such extreme terms, you know, calling",Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_200000_Yasmin_Vossoughian_Reports#start/969/end/1004,2/27/2022 20:16:24,2/27/2022,MSNBC,Yasmin Vossoughian Reports,rain down on kyiv and across ukraine. tanks are tearing through cities. russia readies still more brutal weaponry. bombs that flatten cities and,Ukrainian Victims
https://archive.org/details/CNNW_20220227_190000_CNN_Newsroom_With_Fredricka_Whitfield#start/2150/end/2185,2/27/2022 19:36:05,2/27/2022,CNN,CNN Newsroom With Fredricka Whitfield,"increasingly brutal tactics. so we do need to brace ourselves. as inspiring as it is to see the success of these brave ukrainian defenders, this may remain ugly for some time. but there's no question that strategically putin is losing. he's united nato against him.",Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_170000_Alex_Witt_Reports#start/1774/end/1809,2/27/2022 17:29:49,2/27/2022,MSNBC,Alex Witt Reports,how does this affect the russians as they encounter this kind of resistance? urban warfare is the most brutal types of warfare. it soaks up infantry units.,Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_150000_The_Sunday_Show_With_Jonathan_Capehart#start/1454/end/1489,2/27/2022 15:24:29,2/27/2022,MSNBC,The Sunday Show With Jonathan Capehart,"humans are standing up against this brutal barbaric aggression and their governments starting to listen to constituents and citizens. i'm hopeful that there is yet a chance to turn back this aggression against ukraine. senator coons, two quick questions, real fast.",Ukrainian Victims
https://archive.org/details/CNNW_20220227_130000_Inside_Politics_With_Abby_Phillip#start/325/end/360,2/27/2022 13:05:40,2/27/2022,CNN,Inside Politics With Abby Phillip,"installations as well. he said last night was brutal and there's not a single target that russians consider unacceptable. while the ukrainian forces are doing well, while the government is still firmly in control of the capital, it's clear that the",N/A
https://archive.org/details/CNNW_20220227_120000_New_Day_Weekend_With_Christi_Paul_and_Boris_Sanchez#start/303/end/338,2/27/2022 12:05:18,2/27/2022,CNN,New Day Weekend With Christi Paul and Boris Sanchez,"installations. he has said that it is clear that they are going after everything. he said last night was brutal, not a single target that the russians consider unacceptable. and as a result, zelenskyy has issued this call to arms, not",N/A
https://archive.org/details/CNNW_20220227_120000_New_Day_Weekend_With_Christi_Paul_and_Boris_Sanchez#start/85/end/120,2/27/2022 12:01:40,2/27/2022,CNN,New Day Weekend With Christi Paul and Boris Sanchez,"schools. ukrainian president zelenskyy accusing the russian army of killing civilians. translator: the last night in ukraine was brutal. there was shelling again, bombarding of residential areas, civilian infrastructure. there is not a single facility",Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_090000_Dateline#start/3588/end/3623,2/27/2022 10:00:03,2/27/2022,MSNBC,Dateline,"in another location. this all as vladimir putin praises his special forces in a new speech. millions of ukrainians are faced with brutal decisions as many bear down to protect their homeland. and this interview on facebook, shot by msnbc, one man tries to",Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_090000_Dateline#start/76/end/111,2/27/2022 9:01:31,2/27/2022,MSNBC,Dateline,breaking news on russia's invasion of ukraine. there it is 11 am. and president zelenskyy has been assessing -- for another brutal night of hallie shoveling. in a brutal address he says they are targeting cities.,Ukrainian Victims
https://archive.org/details/MSNBCW_20220227_080000_Dateline#start/2999/end/3034,2/27/2022 8:50:14,2/27/2022,MSNBC,Dateline,"progress that expected. at this hour, new attacks from russia in kyiv and across ukraine. we told you this at the top of the hour. this reuters report, president zelenskyy is describing last night as brutal with, the",Ukrainian Victims
https://archive.org/details/CNNW_20220227_030000_Stanley_Tucci_Searching_for_Italy#start/661/end/696,2/27/2022 3:11:16,2/27/2022,CNN,Stanley Tucci Searching for Italy,barbaric and hard to fathom how anyone could be okay with that. our breaking news coverage continues in a moment. you're in the cnn newsroom. the fate of ukraine is being decided right fnow.,Ukrainian Victims
https://archive.org/details/CNNW_20220228_230000_The_Situation_Room_With_Wolf_Blitzer#start/2922/end/2957,2/28/2022 23:48:57,2/28/2022,CNN,The Situation Room With Wolf Blitzer,artillery which the russian army is always big for. it's going to become very brutal and very nasty in the ukraine. that's what i anticipate. you've been very blunt in your comments and you say putin has become more unhinged than,Ukrainian Victims
https://archive.org/details/MSNBCW_20220228_210000_Deadline_White_House#start/4436/end/4471,2/28/2022 22:14:11,2/28/2022,MSNBC,Deadline White House,"probably the best proof that ukraine was prepared. everyone is shocked at how good our response to this aggression was. with war, you have to understand one thing. there's no way to prepare for brutal war of extermination in",Ukrainian Victims
https://archive.org/details/MSNBCW_20220228_210000_Deadline_White_House#start/1035/end/1070,2/28/2022 21:17:30,2/28/2022,MSNBC,Deadline White House,"reality that vladimir putin has ukrainian blood on his hands and more could be to come as you said more brutal fighting ahead? reporter: yeah. could be more because those western officials that i was listening to today were suggesting that, for example,",Ukrainian Victims
https://archive.org/details/CNNW_20220228_210000_The_Lead_With_Jake_Tapper#start/550/end/585,2/28/2022 21:09:25,2/28/2022,CNN,The Lead With Jake Tapper,"easily in a small area. if the ukrainian people are going to fight, a city of 3 million people, they may get into kyiv. they won't be able to hold it and frankly, they may never get out. it will be brutal fighting and i think right now, time is on the",Ukrainian Victims
https://archive.org/details/CNNW_20220228_200000_CNN_Newsroom_With_Alisyn_Camerota_and_Victor_Blackwell#start/2392/end/2427,2/28/2022 20:40:07,2/28/2022,CNN,CNN Newsroom With Alisyn Camerota and Victor Blackwell,blood shed. it's a calculation about how brutal they are willing to go. they lost the political ability to damage pro-russian able to government. reporter: ukraine's only possible military strategy is,Ukrainian Victims
https://archive.org/details/MSNBCW_20220228_140000_MSNBC_Reports#start/3010/end/3045,2/28/2022 14:50:25,2/28/2022,MSNBC,MSNBC Reports,"i think you have to understand that brutal conflict that is taking place in ukraine now. at the same time, we have a responsibility to make sure that this isn't spiral out of control and escalate even further and becomes a full-fledged war in",Ukrainian Victims
https://archive.org/details/CNNW_20220228_090000_CNN_Newsroom_Live#start/2756/end/2791,2/28/2022 9:46:11,2/28/2022,CNN,CNN Newsroom Live,"in many, many years. people fleeing the violence in ukraine are threatened by more than just bombs and bullets. the journey can be arduous and the freezing temperatures brutal. according to the u.n.",Ukrainian Victims
https://archive.org/details/CNNW_20220228_070000_CNN_Special_Report#start/3265/end/3300,2/28/2022 7:54:40,2/28/2022,CNN,CNN Special Report,"translator: the last night in ukraine was brutal. they're fighting against everyone. they're fighting against all living beings. we are ready for peace talks, but we are defending the country at the moment.",Ukrainian Victims
https://archive.org/details/CNNW_20220228_040000_Anthony_Bourdain_Parts_Unknown#start/1320/end/1355,2/28/2022 4:22:15,2/28/2022,CNN,Anthony Bourdain Parts Unknown,"prepare for millions. people fleeing the violence in ukraine are threatened by more than just bombs and bullets, of course. the journey can be arduous. the freezing temperatures brutal. arwa damon is at a border",Ukrainian Victims
https://archive.org/details/CNNW_20220228_030000_CNN_Special_Report#start/3465/end/3500,2/28/2022 3:58:00,2/28/2022,CNN,CNN Special Report,"of thousands have fled in fear, but the ukrainian people are showing amazing resilience in the face of so much aggression. the last night in ukraine was brutal.",Ukrainian Victims
https://archive.org/details/CNNW_20220228_020000_CNN_Special_Report#start/3049/end/3084,2/28/2022 2:51:04,2/28/2022,CNN,CNN Special Report,of such aggression. translator: the last night in ukraine was brutal. they are fighting against everyone. they are fighting against all living beings. we're ready for peace talks,Ukrainian Victims
https://archive.org/details/CNNW_20220228_020000_CNN_Special_Report#start/2763/end/2798,2/28/2022 2:46:18,2/28/2022,CNN,CNN Special Report,"unthinkable as that is, than let's say a week ago. and the close proximity of nato and nato forces as this combat heats up, and i expect to get worse and the russians to get more brutal and to bring in",Ukrainian Victims
https://archive.org/details/MSNBCW_20220228_020000_Ayman#start/1460/end/1495,2/28/2022 2:24:35,2/28/2022,MSNBC,Ayman,brutal oppressive dictator that sue pressed his own party in russia. it is a real departure for any patriotic americans. at cpac there were people with little russian flags that said trump on them. when did it begin?,N/A
https://archive.org/details/MSNBCW_20220301_230000_The_Beat_With_Ari_Melber#start/1391/end/1426,3/1/2022 23:23:26,3/1/2022,MSNBC,The Beat With Ari Melber,"in the syrian civil war and its own efforts in checnia suggest brutal campaigns ahead based on how these things have gone down, over 350 civilians have died according to ukrainian",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_210000_Deadline_White_House#start/6457/end/6492,3/1/2022 22:47:52,3/1/2022,MSNBC,Deadline White House,he could divide us here at home. putin was wrong. we were ready. the president has also rallied some of the most brutal economic cudgels that have ever been used against russia.,Ukrainian Victims
https://archive.org/details/CNNW_20220301_220000_The_Lead_With_Jake_Tapper#start/1/end/36,3/1/2022 22:00:16,3/1/2022,CNN,The Lead With Jake Tapper,"it is midnight in ukraine after a brutal day of russian attacks on not just the ukraine military but ukrainian civilians in major cities such as kharkiv. more than ten people died in russian air strikes there today, in addition to the nine",Ukrainian Victims
https://archive.org/details/CNNW_20220301_210000_The_Lead_With_Jake_Tapper#start/3591/end/3626,3/1/2022 22:00:06,3/1/2022,CNN,The Lead With Jake Tapper,do you know what the future holds?. welcome back to 'the lead.' i'm jake tapper. it is midnight in ukraine after a brutal day of russian attacks on not just the ukraine military,Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_210000_Deadline_White_House#start/3053/end/3088,3/1/2022 21:51:08,3/1/2022,MSNBC,Deadline White House,"armour, the only way through is through so the only way to be taken seriously is to be strong and say, you're being fed a load of b.s. about the pandemic. you're being fed a load of b.s. about vladimir putin. make no mistake. he is an enemy of the ukrainian people. he is slaughtering them for no",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_210000_Deadline_White_House#start/90/end/125,3/1/2022 21:01:45,3/1/2022,MSNBC,Deadline White House,"at least five people were killed in the attack. that strike on the same spot as a world war ii massacre of ukrainian jews by the nazis. ukraine's foreign minister calling it evil and barbaric,",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_190000_Katy_Tur_Reports#start/101/end/136,3/1/2022 19:01:56,3/1/2022,MSNBC,Katy Tur Reports,"later russian nazis strike the same land to exterminate ukrainians. evil and barbaric. elsewhere civilian defense are preparing for more russian attacks, getting weapons ready and training new volunteers.",Ukrainian Victims
https://archive.org/details/CNNW_20220301_180000_CNN_Newsroom_With_Ana_Cabrera#start/1734/end/1769,3/1/2022 18:29:09,3/1/2022,CNN,CNN Newsroom With Ana Cabrera,"sure. they are tired, hungry and they're racing to get away from putin's brutal attacks. cnn's sara sidner is live near the ukrainian/polish border where hundreds of volunteers are gathering to help ukrainian refugees.",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_170000_Andrea_Mitchell_Reports#start/3636/end/3671,3/1/2022 18:00:51,3/1/2022,MSNBC,Andrea Mitchell Reports,"this complicated moment? plus, we are live in ukraine where the death toll continues to rise, the fighting continues to escalate, and a massive 40-mile-long russia convey heads towards kyiv as putin decides how brutal he will get.",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_170000_Andrea_Mitchell_Reports#start/99/end/134,3/1/2022 17:01:54,3/1/2022,MSNBC,Andrea Mitchell Reports,"i believe that today we are showing everybody that's exactly what we are. his emotional speech after a brutal night in ukraine's second largest city, kharkiv.",Ukrainian Victims
https://archive.org/details/CNNW_20220301_160000_At_This_Hour_With_Kate_Bolduan#start/731/end/766,3/1/2022 16:12:26,3/1/2022,CNN,At This Hour With Kate Bolduan,"context for this speech and that is the dramatic life and death struggle of ukrainians to save their country against this brutal russian assault. the president will talk about the efforts that he's been leading, effectively in the view",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_110000_Morning_Joe#start/9034/end/9069,3/1/2022 13:30:49,3/1/2022,MSNBC,Morning Joe,"horrified, they are tripling more horrified. they have family and friends in ukraine, they love the visit ukraine. to them this is not just an unnecessary brutal war but it is a civil war. putin has said they're a",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_110000_Morning_Joe#start/8921/end/8956,3/1/2022 13:28:56,3/1/2022,MSNBC,Morning Joe,those russian soldiers have said we didn't know we have been ordered ukraine. the ukrainians are fighting bravely than he expected. i frankly anticipate that putin is getting more brutal. that can mean massive casualties,Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_110000_Morning_Joe#start/7719/end/7754,3/1/2022 13:08:54,3/1/2022,MSNBC,Morning Joe,the president of the united states of how much more the united states should be doing to intervene here? president biden is clear eye of how aggressive putin is and how brutal russian military tactics are. you can go back and look at what they did in ukraine in 1932 or,Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_110000_Morning_Joe#start/3946/end/3981,3/1/2022 12:06:01,3/1/2022,MSNBC,Morning Joe,"the great famine and in the stalin purges where russia was not a friend. russia was actually, you know, stalin was actually a brutal dictator that killed 2 million, 3 million of their people.",N/A
https://archive.org/details/MSNBCW_20220301_090000_The_Rachel_Maddow_Show#start/1105/end/1140,3/1/2022 9:18:40,3/1/2022,MSNBC,The Rachel Maddow Show,they are going to take a brutal scorched earth strategy. hitting the administration building means nothing russia,Ukrainian Victims
https://archive.org/details/CNNW_20220301_080000_Don_Lemon_Tonight#start/2028/end/2063,3/1/2022 8:34:03,3/1/2022,CNN,Don Lemon Tonight,"say is russia's traditional military doctrine. overwhelming force. a situation where there will be far greater bloodshed. it's a calculation on their part. about how brutal they're willing to go. if you destroy kyiv, they have",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_040000_The_11th_Hour#start/802/end/837,3/1/2022 4:13:37,3/1/2022,MSNBC,The 11th Hour,"slaughter and ukraine. but we have no good answers. i'm, and what is your word stung you, because the sanctions may be damaging and huge. if we're on the brink of a massive military escalation, economic sanctions won't matter. no, but that is exactly the",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_030000_The_Last_Word_With_Lawrence_ODonnell#start/768/end/803,3/1/2022 3:13:03,3/1/2022,MSNBC,The Last Word With Lawrence ODonnell,"difficult question right now is, there's not a clear end of this war in sight. he's going to have to do some things that he clearly did not want to do. the large-scale massacring of ukrainians in the street by street fighting that would come",Ukrainian Victims
https://archive.org/details/MSNBCW_20220301_030000_The_Last_Word_With_Lawrence_ODonnell#start/372/end/407,3/1/2022 3:06:27,3/1/2022,MSNBC,The Last Word With Lawrence ODonnell,"have already, because it seems that this war is increasingly savage. matt bradley, thank you for that report from ukraine. stay safe, we'll be getting back to you as the situation develops. thank you very much. and with that 40 mile could be as much as a 40 mile convoy",Ukrainian Victims
https://archive.org/details/CNNW_20220301_010000_Anderson_Cooper_360#start/48/end/83,3/1/2022 1:01:03,3/1/2022,CNN,Anderson Cooper 360,"and kharkiv russian forcing are reversing to tried and true tactics for russia, brutal tactics, namely surrounding cities and laying siege to them, without much regard for the civilians who live there. according to the u.n., there have been 406 reported civilian",Ukrainian Victims
https://archive.org/details/CNNW_20220301_000000_Erin_Burnett_OutFront#start/3641/end/3676,3/1/2022 1:00:56,3/1/2022,CNN,Erin Burnett OutFront,"city might feel. the evidence is showing in kyiv and kharkiv russian forcing are reversing to tried and true tactics for russia, brutal tactics, namely surrounding cities and laying siege to them,",Ukrainian Victims
https://archive.org/details/CNNW_20220302_230000_The_Situation_Room_With_Wolf_Blitzer#start/91/end/126,3/2/2022 23:01:46,3/2/2022,CNN,The Situation Room With Wolf Blitzer,breaking news. let's get right to the breaking news. on the russians appearing to overtake the strategic southern city of kherson. a first in their brutal war on ukraine. nick paton walsh is in southern ukraine for us. you were there just a few days,Ukrainian Victims
https://archive.org/details/MSNBCW_20220302_210000_Deadline_White_House#start/5800/end/5835,3/2/2022 22:36:55,3/2/2022,MSNBC,Deadline White House,"the ukrainians, what we're going to see is the very, very brutal side of putin that we saw in aleppo, in georgia. i remember being in intelligence meetings about the bomb in syria and people wondered, the weapons are not accurate or he's just",Ukrainian Victims
https://archive.org/details/MSNBCW_20220302_210000_Deadline_White_House#start/5645/end/5680,3/2/2022 22:34:20,3/2/2022,MSNBC,Deadline White House,"but it seems with the russian population, not enthusiastic about kill their brothers and sisters in ukraine. the slaughter of 2000 civilians, which is what we heard from the ground there, and now the ukrainian health",Ukrainian Victims
https://archive.org/details/MSNBCW_20220302_210000_Deadline_White_House#start/2770/end/2805,3/2/2022 21:46:25,3/2/2022,MSNBC,Deadline White House,"make the sanctions, to make the economic price so brutal to 6700 russians arrested for protesting in the last week since the war began that we know about that those numbers continue to swell",Ukrainian Victims
