,,,,,,,
,,,,,,,
URL,MatchDateTime,Day,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/CNNW_20231008_080000_CNN_Newsroom_Live#start/1399/end/1434,10/8/2023 8:23:34,10/8/2023,CNN,CNN Newsroom Live,CNNW_20231008_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231008_080000_CNN_Newsroom_Live/CNNW_20231008_080000_CNN_Newsroom_Live.thumbs/CNNW_20231008_080000_CNN_Newsroom_Live_001288.jpg,israeli forces say they have hit more than 400 targets including ten towers and compound belonging to the hamas intelligence chief. health ministry says more than 300 people have been killed in the area. israel says always least 350
https://archive.org/details/CNNW_20231008_090000_CNN_Newsroom_Live#start/1103/end/1138,10/8/2023 9:18:38,10/8/2023,CNN,CNN Newsroom Live,CNNW_20231008_090000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231008_090000_CNN_Newsroom_Live/CNNW_20231008_090000_CNN_Newsroom_Live.thumbs/CNNW_20231008_090000_CNN_Newsroom_Live_000989.jpg,"israeli forces say they've hit more than 400 targets including ten towers and a compound belonging to hamas intelligence chief. the palestinian health ministry says more than 300 people have been killed in the area. for its part, israel says at"
https://archive.org/details/CNNW_20231008_190000_CNN_Newsroom_With_Fredricka_Whitfield#start/3143/end/3178,10/8/2023 19:52:38,10/8/2023,CNN,CNN Newsroom With Fredricka Whitfield,CNNW_20231008_190000_CNN_Newsroom_With_Fredricka_Whitfield,https://archive.org/download/CNNW_20231008_190000_CNN_Newsroom_With_Fredricka_Whitfield/CNNW_20231008_190000_CNN_Newsroom_With_Fredricka_Whitfield.thumbs/CNNW_20231008_190000_CNN_Newsroom_With_Fredricka_Whitfield_003118.jpg,populated gaza strip that the palestinian health ministry said left hundreds dead and thousands more wounded. israeli's military says it is targeting headquarters belonging to hamas and islamic jihad and released this video.
https://archive.org/details/CNNW_20231008_200000_CNN_Newsroom_With_Fredricka_Whitfield#start/137/end/172,10/8/2023 20:02:32,10/8/2023,CNN,CNN Newsroom With Fredricka Whitfield,CNNW_20231008_200000_CNN_Newsroom_With_Fredricka_Whitfield,https://archive.org/download/CNNW_20231008_200000_CNN_Newsroom_With_Fredricka_Whitfield/CNNW_20231008_200000_CNN_Newsroom_With_Fredricka_Whitfield.thumbs/CNNW_20231008_200000_CNN_Newsroom_With_Fredricka_Whitfield_000117.jpg,"kidnapping and killing those that they came across. this is one of the atrocities committed by hamas over the last two days against israel. in response, israel has ramped up attacks on gaza. the area controlled by hamas, this was the scene there just a"
https://archive.org/details/CNNW_20231008_210000_CNN_Newsroom_With_Jim_Acosta#start/140/end/175,10/8/2023 21:02:35,10/8/2023,CNN,CNN Newsroom With Jim Acosta,CNNW_20231008_210000_CNN_Newsroom_With_Jim_Acosta,https://archive.org/download/CNNW_20231008_210000_CNN_Newsroom_With_Jim_Acosta/CNNW_20231008_210000_CNN_Newsroom_With_Jim_Acosta.thumbs/CNNW_20231008_210000_CNN_Newsroom_With_Jim_Acosta_000117.jpg,"three americans are among that number and at this moment, we do not know of the fate of dozens of people who have been taken hostage by hamas and other terrorist groups. the israel forces are stepping up their attacks tonight. the area controlled by hamas. this was the scene there just a"
https://archive.org/details/CNNW_20231009_040000_Jose_Andres__Family_in_Spain#start/161/end/196,10/9/2023 4:02:56,10/9/2023,CNN,Jose Andres  Family in Spain,CNNW_20231009_040000_Jose_Andres__Family_in_Spain,https://archive.org/download/CNNW_20231009_040000_Jose_Andres__Family_in_Spain/CNNW_20231009_040000_Jose_Andres__Family_in_Spain.thumbs/CNNW_20231009_040000_Jose_Andres__Family_in_Spain_000148.jpg,"pounding gaza with their strikes. the ministry of health says at least 413 palestinians have been killed, including 78 children. more disturbing images are emerging after hamas' attack, the bodies of victims from a"
https://archive.org/details/CNNW_20231009_050000_Stanley_Tucci_Searching_for_Italy#start/2161/end/2196,10/9/2023 5:36:16,10/9/2023,CNN,Stanley Tucci Searching for Italy,CNNW_20231009_050000_Stanley_Tucci_Searching_for_Italy,https://archive.org/download/CNNW_20231009_050000_Stanley_Tucci_Searching_for_Italy/CNNW_20231009_050000_Stanley_Tucci_Searching_for_Italy.thumbs/CNNW_20231009_050000_Stanley_Tucci_Searching_for_Italy_002157.jpg,run. cnn takes used in the. these are the first moments of what prime. the health ministry says it has left hundreds dead and thousands more wounded.
https://archive.org/details/CNNW_20231009_070000_CNN_Newsroom_Live#start/3234/end/3269,10/9/2023 7:54:09,10/9/2023,CNN,CNN Newsroom Live,CNNW_20231009_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231009_070000_CNN_Newsroom_Live/CNNW_20231009_070000_CNN_Newsroom_Live.thumbs/CNNW_20231009_070000_CNN_Newsroom_Live_003208.jpg,palestinian health ministry says left hundreds dead and thousands more wounded. israel's military says it is targeting headquarters belonging to hamas and islamic jihad and released this video. netanyahu vowing to avenge the
https://archive.org/details/CNNW_20231009_120000_CNN_This_Morning#start/3136/end/3171,10/9/2023 12:52:31,10/9/2023,CNN,CNN This Morning,CNNW_20231009_120000_CNN_This_Morning,https://archive.org/download/CNNW_20231009_120000_CNN_This_Morning/CNNW_20231009_120000_CNN_This_Morning.thumbs/CNNW_20231009_120000_CNN_This_Morning_002968.jpg,to follow the death toll rising in the middle east. 500 people dead in gaza according to the palestinian ministry of health. in israel we know more than 700 people have been killed in these attacks. state department spokesman matt miller just confirming to cnn
https://archive.org/details/CNNW_20231009_170000_CNN_News_Central#start/204/end/239,10/9/2023 17:03:39,10/9/2023,CNN,CNN News Central,CNNW_20231009_170000_CNN_News_Central,https://archive.org/download/CNNW_20231009_170000_CNN_News_Central/CNNW_20231009_170000_CNN_News_Central.thumbs/CNNW_20231009_170000_CNN_News_Central_000178.jpg,"palestinians who have died, that's according to the palestinian health ministry. israel's government has ordered what the defense minister called a complete siege of the gaza strip. hamas claims to have over 100 israeli hostages and the group is still firing rockets from"
https://archive.org/details/CNNW_20231009_170000_CNN_News_Central#start/2082/end/2117,10/9/2023 17:34:57,10/9/2023,CNN,CNN News Central,CNNW_20231009_170000_CNN_News_Central,https://archive.org/download/CNNW_20231009_170000_CNN_News_Central/CNNW_20231009_170000_CNN_News_Central.thumbs/CNNW_20231009_170000_CNN_News_Central_002037.jpg,"side right now up to 900 according to the israeli military. they say they have now retaken all communities around gaza that were briefly held by palestinian fighters. at least 560 palestinians have been killed so far, that's according to the palestinian health ministry."
https://archive.org/details/CNNW_20231009_190000_CNN_News_Central#start/1772/end/1807,10/9/2023 19:29:47,10/9/2023,CNN,CNN News Central,CNNW_20231009_190000_CNN_News_Central,https://archive.org/download/CNNW_20231009_190000_CNN_News_Central/CNNW_20231009_190000_CNN_News_Central.thumbs/CNNW_20231009_190000_CNN_News_Central_001767.jpg,live coverage of israel at war. israel has been striking gaza from the air today in response to the unprecedented mass attack by hamas over the weekend that left more than 900 people dead in this country. the palestinian health ministry
https://archive.org/details/CNNW_20231009_210000_The_Situation_Room_With_Wolf_Blitzer#start/1950/end/1985,10/9/2023 21:32:45,10/9/2023,CNN,The Situation Room With Wolf Blitzer,CNNW_20231009_210000_The_Situation_Room_With_Wolf_Blitzer,https://archive.org/download/CNNW_20231009_210000_The_Situation_Room_With_Wolf_Blitzer/CNNW_20231009_210000_The_Situation_Room_With_Wolf_Blitzer.thumbs/CNNW_20231009_210000_The_Situation_Room_With_Wolf_Blitzer_001948.jpg,almost 3000 wounded according to the palestinian health ministry. gaza and israel have gone to war many times before since hamas took control.
https://archive.org/details/CNNW_20231009_230000_Erin_Burnett_OutFront#start/198/end/233,10/9/2023 23:03:33,10/9/2023,CNN,Erin Burnett OutFront,CNNW_20231009_230000_Erin_Burnett_OutFront,https://archive.org/download/CNNW_20231009_230000_Erin_Burnett_OutFront/CNNW_20231009_230000_Erin_Burnett_OutFront.thumbs/CNNW_20231009_230000_Erin_Burnett_OutFront_000177.jpg,"airstrikes also targeting what israel calls strategic centers that house hamas terrorists. parts of gaza flattened, one strike tearing through a marketplace. the palestinian health ministry says nearly 700 palestinians have been killed."
https://archive.org/details/CNNW_20231010_030000_CNN_Tonight#start/155/end/190,10/10/2023 3:02:50,10/10/2023,CNN,CNN Tonight,CNNW_20231010_030000_CNN_Tonight,https://archive.org/download/CNNW_20231010_030000_CNN_Tonight/CNNW_20231010_030000_CNN_Tonight.thumbs/CNNW_20231010_030000_CNN_Tonight_000148.jpg,been killed according to gaza's health ministry. hamas claims to be holding more than 100 hostages and said that civilian hostages will be executed without any warning and broadcast give israel targets people in gaza without
https://archive.org/details/CNNW_20231010_030000_CNN_Tonight#start/1282/end/1317,10/10/2023 3:21:37,10/10/2023,CNN,CNN Tonight,CNNW_20231010_030000_CNN_Tonight,https://archive.org/download/CNNW_20231010_030000_CNN_Tonight/CNNW_20231010_030000_CNN_Tonight.thumbs/CNNW_20231010_030000_CNN_Tonight_001139.jpg,have left at least 900 people dead. more than 280 palestinians have also been killed according to gaza's health ministry. what's happening on the ground right now and where is this conflict headed? let's go right now to cnn military analyst retired colonel cedric leighton.
https://archive.org/details/CNNW_20231010_030000_CNN_Tonight#start/2291/end/2326,10/10/2023 3:38:26,10/10/2023,CNN,CNN Tonight,CNNW_20231010_030000_CNN_Tonight,https://archive.org/download/CNNW_20231010_030000_CNN_Tonight/CNNW_20231010_030000_CNN_Tonight.thumbs/CNNW_20231010_030000_CNN_Tonight_002279.jpg,"shocking and we are just days into the conflict. at least 900 people are dead in israel, more than 680 dead palestinians as well as according to gaza health ministry. we have a report from gaza. next."
https://archive.org/details/CNNW_20231010_030000_CNN_Tonight#start/2688/end/2723,10/10/2023 3:45:03,10/10/2023,CNN,CNN Tonight,CNNW_20231010_030000_CNN_Tonight,https://archive.org/download/CNNW_20231010_030000_CNN_Tonight/CNNW_20231010_030000_CNN_Tonight.thumbs/CNNW_20231010_030000_CNN_Tonight_002669.jpg,health ministry. monday evening the spokesman for hamas issued a grip warning. the start executing the civilian hostages and broadcasting those executions if israel targets people in gaza without warning
https://archive.org/details/CNNW_20231010_040000_Anderson_Cooper_360#start/1094/end/1129,10/10/2023 4:18:29,10/10/2023,CNN,Anderson Cooper 360,CNNW_20231010_040000_Anderson_Cooper_360,https://archive.org/download/CNNW_20231010_040000_Anderson_Cooper_360/CNNW_20231010_040000_Anderson_Cooper_360.thumbs/CNNW_20231010_040000_Anderson_Cooper_360_001078.jpg,"an offensive, israeli prime minister benjamin now valves will be like another before. seven other people wrinkled and gaza, including 140 children. that is according to the palestinian health ministry. thousands more have been injured, and thousands have been split east. joining me now from jerusalem"
https://archive.org/details/CNNW_20231010_040000_Anderson_Cooper_360#start/1950/end/1985,10/10/2023 4:32:45,10/10/2023,CNN,Anderson Cooper 360,CNNW_20231010_040000_Anderson_Cooper_360,https://archive.org/download/CNNW_20231010_040000_Anderson_Cooper_360/CNNW_20231010_040000_Anderson_Cooper_360.thumbs/CNNW_20231010_040000_Anderson_Cooper_360_001948.jpg,"gaza was approaching 700, with almost 4000 wounded according to the palestinian health ministry. translator: -- monday evening this pokes"
https://archive.org/details/CNNW_20231010_050000_The_Source_With_Kaitlan_Collins#start/1868/end/1903,10/10/2023 5:31:23,10/10/2023,CNN,The Source With Kaitlan Collins,CNNW_20231010_050000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231010_050000_The_Source_With_Kaitlan_Collins/CNNW_20231010_050000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231010_050000_The_Source_With_Kaitlan_Collins_001858.jpg,"benjamin netanyahu says that anywhere hamas operates from, will be left in ruins. unrelenting airstrikes will just be a prelude to a ground offensive. nearly 700 people have been killed in gaza, that includes at least 140 children according to the palestinian health"
https://archive.org/details/CNNW_20231010_060000_CNN_Newsroom_Live#start/550/end/585,10/10/2023 6:09:25,10/10/2023,CNN,CNN Newsroom Live,CNNW_20231010_060000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231010_060000_CNN_Newsroom_Live/CNNW_20231010_060000_CNN_Newsroom_Live.thumbs/CNNW_20231010_060000_CNN_Newsroom_Live_000537.jpg,"health ministry. monday evening, the spokesman for hamas issued a grim warning. they will start executing their civilian hostages and"
https://archive.org/details/CNNW_20231010_060000_CNN_Newsroom_Live#start/1148/end/1183,10/10/2023 6:19:23,10/10/2023,CNN,CNN Newsroom Live,CNNW_20231010_060000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231010_060000_CNN_Newsroom_Live/CNNW_20231010_060000_CNN_Newsroom_Live.thumbs/CNNW_20231010_060000_CNN_Newsroom_Live_001138.jpg,"like this one as part of an offensive israeli prime minister benjamin netanyahu vows will be, quote, like never before. nearly 700 people have been killed in gaza including at least 140 children according to the palestinian health"
https://archive.org/details/CNNW_20231010_070000_CNN_Newsroom_Live#start/771/end/806,10/10/2023 7:13:06,10/10/2023,CNN,CNN Newsroom Live,CNNW_20231010_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231010_070000_CNN_Newsroom_Live/CNNW_20231010_070000_CNN_Newsroom_Live.thumbs/CNNW_20231010_070000_CNN_Newsroom_Live_000747.jpg,to the palestinian health ministry. monday evening this spokesman for hamas issued a grim warning. they'll start executing civilian hostages and broadcasting the executions if israel targets people in gaza
https://archive.org/details/CNNW_20231010_070000_CNN_Newsroom_Live#start/1400/end/1435,10/10/2023 7:23:35,10/10/2023,CNN,CNN Newsroom Live,CNNW_20231010_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231010_070000_CNN_Newsroom_Live/CNNW_20231010_070000_CNN_Newsroom_Live.thumbs/CNNW_20231010_070000_CNN_Newsroom_Live_001377.jpg,"viewers may find it disturbing. it shows the journalist on a stretching wearing a blue bulletproof vest labeled press. according to the hamas- controlled government media office, the reporters were covering evacuation of a residential building in gaza when they died in the"
https://archive.org/details/CNNW_20231010_080000_CNN_Newsroom_Live#start/554/end/589,10/10/2023 8:09:29,10/10/2023,CNN,CNN Newsroom Live,CNNW_20231010_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231010_080000_CNN_Newsroom_Live/CNNW_20231010_080000_CNN_Newsroom_Live.thumbs/CNNW_20231010_080000_CNN_Newsroom_Live_000537.jpg,bombardment. two journalists have been killed in an israeli airstrike. video has been released and it shows one of the journalists on a stretcher clearly wearing a bulletproof vest labeled press. according to the hamas controlled government media
https://archive.org/details/CNNW_20231010_080000_CNN_Newsroom_Live#start/1312/end/1347,10/10/2023 8:22:07,10/10/2023,CNN,CNN Newsroom Live,CNNW_20231010_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231010_080000_CNN_Newsroom_Live/CNNW_20231010_080000_CNN_Newsroom_Live.thumbs/CNNW_20231010_080000_CNN_Newsroom_Live_001288.jpg,"gaza was approaching 700 with almost 4000 wounded according to the palestinian health ministry. monday evening this spokesman for hamas issued a grim warning,"
https://archive.org/details/CNNW_20231010_090000_Early_Start_With_Kasie_Hunt#start/138/end/173,10/10/2023 9:02:33,10/10/2023,CNN,Early Start With Kasie Hunt,CNNW_20231010_090000_Early_Start_With_Kasie_Hunt,https://archive.org/download/CNNW_20231010_090000_Early_Start_With_Kasie_Hunt/CNNW_20231010_090000_Early_Start_With_Kasie_Hunt.thumbs/CNNW_20231010_090000_Early_Start_With_Kasie_Hunt_000118.jpg,gaza health ministry reports more than 680 have been killed. and they are threatening to execute hostages if israeli attacks without warning. and the idf sent tens of
https://archive.org/details/CNNW_20231010_120000_CNN_This_Morning#start/3023/end/3058,10/10/2023 12:50:38,10/10/2023,CNN,CNN This Morning,CNNW_20231010_120000_CNN_This_Morning,https://archive.org/download/CNNW_20231010_120000_CNN_This_Morning/CNNW_20231010_120000_CNN_This_Morning.thumbs/CNNW_20231010_120000_CNN_This_Morning_003027.jpg,"it helps fill in the gap between medications and treatments that children can get through the u.n. and through the ministry of health,"
https://archive.org/details/CNNW_20231010_150000_CNN_News_Central#start/2848/end/2883,10/10/2023 15:47:43,10/10/2023,CNN,CNN News Central,CNNW_20231010_150000_CNN_News_Central,https://archive.org/download/CNNW_20231010_150000_CNN_News_Central/CNNW_20231010_150000_CNN_News_Central.thumbs/CNNW_20231010_150000_CNN_News_Central_002848.jpg,"skirmishes that are still ongoing. and inside gaza, according to our sources and to the ministry of health there, there's 765 deaths, including more than 100 children so far. and some 4000 wounded."
https://archive.org/details/CNNW_20231010_180000_CNN_News_Central#start/222/end/257,10/10/2023 18:03:57,10/10/2023,CNN,CNN News Central,CNNW_20231010_180000_CNN_News_Central,https://archive.org/download/CNNW_20231010_180000_CNN_News_Central/CNNW_20231010_180000_CNN_News_Central.thumbs/CNNW_20231010_180000_CNN_News_Central_000208.jpg,"now, the death toll on the palestinian side, the latest numbers we're getting are 830. those numbers from the palestinian health ministry. more than 4000 wounded. and of course on the israeli side the latest tally they have"
https://archive.org/details/CNNW_20231011_030000_Laura_Coates_Live#start/93/end/128,10/11/2023 3:01:48,10/11/2023,CNN,Laura Coates Live,CNNW_20231011_030000_Laura_Coates_Live,https://archive.org/download/CNNW_20231011_030000_Laura_Coates_Live/CNNW_20231011_030000_Laura_Coates_Live.thumbs/CNNW_20231011_030000_Laura_Coates_Live_000088.jpg,"according to israel's public broadcaster. not hundred people dead in gaza, according to the palestinian ministry of health. mothers, fathers, children, brothers, sisters, neighbors, friends slaughtered in the"
https://archive.org/details/CNNW_20231011_030000_Laura_Coates_Live#start/3362/end/3397,10/11/2023 3:56:17,10/11/2023,CNN,Laura Coates Live,CNNW_20231011_030000_Laura_Coates_Live,https://archive.org/download/CNNW_20231011_030000_Laura_Coates_Live/CNNW_20231011_030000_Laura_Coates_Live.thumbs/CNNW_20231011_030000_Laura_Coates_Live_003358.jpg,still in ministry of. health for more information about how you can help humanitarian efforts in gaza go to cnn.com slash impact. or tax relief to 707070 that 70
https://archive.org/details/CNNW_20231011_040000_Anderson_Cooper_360#start/63/end/98,10/11/2023 4:01:18,10/11/2023,CNN,Anderson Cooper 360,CNNW_20231011_040000_Anderson_Cooper_360,https://archive.org/download/CNNW_20231011_040000_Anderson_Cooper_360/CNNW_20231011_040000_Anderson_Cooper_360.thumbs/CNNW_20231011_040000_Anderson_Cooper_360_000057.jpg,"coverage of israel at war, i'm john boys. the death from israel continues to surge, more than 1200 mostly sense of aliens killed, close to 1000 killed. mostly civilians in gaza. according to the palestinian health ministry."
https://archive.org/details/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins#start/85/end/120,10/11/2023 5:01:40,10/11/2023,CNN,The Source With Kaitlan Collins,CNNW_20231011_050000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins_000058.jpg,"this is what i am here on the east coast. i'm john false. the death toll in israel continues to surge. more than 1200, mostly civilians now killed, with close to 1000 palestinians. mostly civilians now dead in gaza according to the palestinian health ministry."
https://archive.org/details/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins#start/2571/end/2606,10/11/2023 5:43:06,10/11/2023,CNN,The Source With Kaitlan Collins,CNNW_20231011_050000_The_Source_With_Kaitlan_Collins,https://archive.org/download/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins.thumbs/CNNW_20231011_050000_The_Source_With_Kaitlan_Collins_002549.jpg,"israeli airstrike tuesday. along with at least 900, dead more than 4000 are wounded in cause according to the palestinian health ministry. cnn's salma abdelaziz is following the very latest developments out of, gossip but, first a warning, her report contains graphic images."
https://archive.org/details/CNNW_20231011_070000_Laura_Coates_Live#start/80/end/115,10/11/2023 7:01:35,10/11/2023,CNN,Laura Coates Live,CNNW_20231011_070000_Laura_Coates_Live,https://archive.org/download/CNNW_20231011_070000_Laura_Coates_Live/CNNW_20231011_070000_Laura_Coates_Live.thumbs/CNNW_20231011_070000_Laura_Coates_Live_000058.jpg,hamas attacks has jumped to more than 1200 as israel steps up its punishing retaliation in gaza. the palestinian health ministry now says at least 950 people have been killed by israeli air
https://archive.org/details/CNNW_20231011_070000_Laura_Coates_Live#start/112/end/147,10/11/2023 7:02:07,10/11/2023,CNN,Laura Coates Live,CNNW_20231011_070000_Laura_Coates_Live,https://archive.org/download/CNNW_20231011_070000_Laura_Coates_Live/CNNW_20231011_070000_Laura_Coates_Live.thumbs/CNNW_20231011_070000_Laura_Coates_Live_000088.jpg,"detect aircraft, as well as an underground tunnel, and a weapons storage facility. israel's military also says it hit naval targets, including docks used by hamas to launch attacks on the israeli coastline. the hamas-controlled government"
https://archive.org/details/CNNW_20231011_080000_CNN_Newsroom_Live#start/100/end/135,10/11/2023 8:01:55,10/11/2023,CNN,CNN Newsroom Live,CNNW_20231011_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231011_080000_CNN_Newsroom_Live/CNNW_20231011_080000_CNN_Newsroom_Live.thumbs/CNNW_20231011_080000_CNN_Newsroom_Live_000087.jpg,palestinian health ministry says more than 5000 have been wounded. israeli naramilitary has cal up more than 300000 reservists and evacuated near the border.
https://archive.org/details/CNNW_20231011_080000_CNN_Newsroom_Live#start/1780/end/1815,10/11/2023 8:29:55,10/11/2023,CNN,CNN Newsroom Live,CNNW_20231011_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231011_080000_CNN_Newsroom_Live/CNNW_20231011_080000_CNN_Newsroom_Live.thumbs/CNNW_20231011_080000_CNN_Newsroom_Live_001647.jpg,hammer gaza. we'll speak to the health ministry on how the area is managing the overwhelmingly burden of care amid the israeli airstrikes. from chrome to duckduckgo. duckduckgo is a browser you download to your mobile and desktop devices.
https://archive.org/details/CNNW_20231011_080000_CNN_Newsroom_Live#start/2127/end/2162,10/11/2023 8:35:42,10/11/2023,CNN,CNN Newsroom Live,CNNW_20231011_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231011_080000_CNN_Newsroom_Live/CNNW_20231011_080000_CNN_Newsroom_Live.thumbs/CNNW_20231011_080000_CNN_Newsroom_Live_002128.jpg,of gaza's health ministry. thank you for joining us. you can give us an update on the state of health care there in gaza? understandably some communication issues there.
